model,n,acc_full,early_auc,early_acc_0,early_acc_20,early_acc_40,early_acc_60,early_acc_80,mistake_coverage,mistake_acc_ctrl,mistake_acc_broken,mistake_sensitivity,para_jaccard,para_consistency,para_acc,orig_acc
unsloth/Qwen3-1.7B,150,0.72,0.5138888888888888,0.16,0.14666666666666667,0.22666666666666666,0.32666666666666666,0.49333333333333335,0.8533333333333334,0.703125,0.1484375,0.6953125,0.7128450274129693,0.6866666666666666,0.49333333333333335,0.5266666666666666
